Keyword,Clicks,Searches,CTR,Position,"Avg. CPC","Max. CPC",Competition
"cuánto cuesta el iphone 11 en méxico",3,8,37.5,4.1,,,0
"cuánto cuesta el iphone x",3,10,30.0,1.4,,,0
"cuánto cuesta un celular apple",3,6,50.0,2.0,,,0
"cuánto cuesta un celular en méxico",3,3,100.0,1.7,,,0
"cuánto cuesta un iphone 10",3,11,27.3,3.5,2.61,2.61,0.91
"cuánto cuesta un iphone 12 en méxico",3,3,100.0,3.3,,,0
"cuánto cuesta un iphone 16 pro max",3,143,2.1,7.2,,,0
"cuánto cuesta una memoria para celular",3,6,50.0,3.7,,,0
"cuánto cuestan los iphones",3,26,11.5,3.8,,,0
"cuánto está el celular oppo",3,3,100.0,1.7,,,0
"cuánto sale el iphone 12",3,13,23.1,4.7,,,0
"cuánto sale el iphone 13 pro max",3,8,37.5,1.5,,,0
"cuánto vale el iphone x",3,7,42.9,1.8,,,0
"cuánto vale el iphone xr",3,9,33.3,3.6,,,0
"cuánto vale el iphone xs",3,5,60.0,1.2,,,0
"cuánto vale un celular",3,12,25.0,1.8,,,0
"cuánto vale un celular oppo",3,7,42.9,1.9,,,0
"cuánto vale un iphone 12",3,13,23.1,5.1,,,0
"cómo compartir pantalla del celular al televisor",3,3,100.0,2.0,,,0
"dar celular en parte de pago",3,3,100.0,3.3,,,0
"descuento de celulares",3,5,60.0,2.0,3.31,3.31,1.00
"descuentos celulares",3,13,23.1,6.5,,,0
"descuentos en celulares",3,10,30.0,5.0,4.18,4.18,1.00
"donde comprar celulares baratos en cdmx",3,4,75.0,6.8,,,0
"donde comprar iphone 13 pro max nuevo",3,6,50.0,9.2,,,0
"donde comprar iphone barato",3,6,50.0,15.2,,,0
"donde comprar un celular",3,5,60.0,2.4,,,0
"donde comprar un iphone a credito",3,3,100.0,6.7,,,0
"donde puedo cambiar la pantalla de mi celular",3,3,100.0,5.7,,,0
"donde puedo comprar cargadores para celulares originales",3,7,42.9,5.6,3.30,3.30,1.00
"donde puedo comprar celulares baratos",3,4,75.0,3.5,,,0
"donde puedo comprar un iphone barato",3,6,50.0,5.0,,,0
"donde sacar un iphone a credito",3,5,60.0,8.6,,,0
"donde venden celulares baratos",3,6,50.0,4.8,,,0
"donde vender celulares que no sirven",3,3,100.0,1.0,,,0
"donde vender un celular nuevo",3,7,42.9,3.6,,,0
"duo celulares",3,7,42.9,6.1,,,0
"dónde puedo vender un celular para piezas",3,4,75.0,2.8,,,0
"el celular con la mejor bateria",3,4,75.0,3.3,,,0
"el celular para jugar free fire",3,4,75.0,1.0,,,0
"el iphone 12",3,25,12.0,7.8,,,0
"el iphone 14 pro max",3,77,3.9,7.8,,,0
"el iphone más económico",3,3,100.0,1.7,,,0
"el mejor celular gama media 2025",3,8,37.5,6.8,,,0
"el mejor procesador para celulares",3,3,100.0,1.7,,,0
"el precio del iphone 11",3,6,50.0,5.2,,,0
"elektra iphone 14 pro max",3,3,100.0,2.0,,,0
"en cuanto esta el iphone 10",3,12,25.0,1.2,,,0
"en cuanto esta el iphone 13 pro max",3,15,20.0,2.9,,,0
"en cuanto esta el iphone 15",3,303,1.0,6.4,,,0
"en cuanto esta el iphone xs",3,11,27.3,2.9,,,0
"en cuánto está el iphone 11",3,54,5.6,4.6,,,0
"en cuánto está el iphone 13",3,40,7.5,6.3,,,0
"en que mes bajan de precio los celulares 2024",3,6,50.0,6.2,,,0
"en que mes bajan de precio los celulares 2025",3,7,42.9,4.9,,,0
"epiphone electroacustica ej-200",3,6,50.0,4.0,,,0
"es bueno comprar un celular reacondicionado",3,18,16.7,1.0,,,0
"fontastic celulares opiniones",3,6,50.0,4.3,,,0
"funda celular zte blade a54",3,4,75.0,7.5,,,0
"funda contra el agua para celular",3,6,50.0,2.7,,,0
"funda de agua para celular",3,11,27.3,2.3,1.80,1.80,1.00
"funda de celular samsung a06",3,3,100.0,3.7,,,0
"funda guess iphone 15 pro max",3,18,16.7,6.8,,,0
"funda iphone 12 uso rudo",3,6,50.0,7.3,,,0
"funda iphone 16 pro max",3,9,33.3,20.2,,,0
"funda iphone 7 original",3,4,75.0,15.7,,,0
"funda iphone 8 plus",3,21,14.3,3.7,,,0
"funda original iphone 11",3,6,50.0,9.2,,,0
"funda para celular contra agua steren",3,4,75.0,6.3,,,0
"funda para celular redmi a3",3,14,21.4,7.1,,,0
"funda para celular samsung a06",3,5,60.0,6.2,,,0
"funda para celular zuum magno pro",3,7,42.9,6.3,,,0
"funda para el agua celular",3,8,37.5,2.9,,,0
"funda para iphone",3,164,1.8,8.4,,,0
"funda protectora de agua para celular",3,5,60.0,2.8,,,0
"fundas de iphone 11",3,187,1.6,8.4,,,0
"fundas impermeables para celular",3,7,42.9,2.4,,,0
"fundas iphone 16 pro max",3,3,100.0,27.0,,,0
"fundas para celular iphone 11",3,7,42.9,6.1,,,0
"fundas para celular oppo a40",3,21,14.3,9.1,,,0
"fundas para celular redmi 13",3,10,30.0,5.9,,,0
"fundas para celular samsung a06",3,4,75.0,5.0,,,0
"fundas para celular samsung galaxy a06",3,9,33.3,3.8,,,0
"fundas para celular vivo v40 lite",3,30,10.0,6.0,,,0
"fundas para celular vivo y28",3,7,42.9,8.0,,,0
"fundas para celulares",3,29,10.3,9.3,2.49,2.49,0.97
"fundas para iphone 12",3,612,0.5,10.0,,,0
"fundas para iphone 13",3,942,0.3,10.9,,,0
"fundas para iphone 15",3,5,60.0,12.4,,,0
"gafas de realidad virtual para celular",3,7,42.9,4.9,,,0
"gamepad celular",3,7,42.9,4.0,,,0
"hisense celular azul",3,10,30.0,1.0,,,0
"huawei celulares modelos",3,18,16.7,6.2,,,0
"impermeable para celular",3,8,37.5,5.6,,,0
"impresora de celular",3,7,42.9,4.1,,,0
"impresora para celulares",3,211,1.4,7.6,,,0
"impresora para fotos de celular",3,5,60.0,5.0,,,0
"impresoras para celular",3,6,50.0,5.7,,,0
"impresoras para celulares android",3,10,30.0,3.3,,,0
"imágenes de celular oppo",3,11,27.3,5.2,,,0
"imágenes de celulares samsung",3,19,15.8,6.0,,,0
"iphone 10 mini",3,6,50.0,6.5,,,0
"iphone 10 negro",3,9,33.3,1.0,,,0
"iphone 10 precio perú",3,6,50.0,2.0,,,0
"iphone 10 precios",3,4,75.0,1.8,,,0
"iphone 10x",3,15,20.0,5.4,,,0
"iphone 11 256gb precio",3,17,17.6,8.3,3.74,3.74,1.00
"iphone 11 64 gb nuevo",3,5,60.0,4.2,4.24,4.24,1.00
"iphone 11 64 gb precio",3,58,5.2,9.4,,,0
"iphone 11 apple",3,5,60.0,12.6,,,0
"iphone 11 black 64gb",3,5,60.0,4.4,,,0
"iphone 11 color lila",3,9,33.3,1.0,,,0
"iphone 11 cuanto cuesta",3,53,5.7,4.3,,,0
"iphone 11 normal",3,1029,0.3,9.1,,,0
"iphone 11 pesos mexicanos",3,3,100.0,4.0,,,0
"iphone 11 precio actual",3,16,18.8,4.6,,,0
"iphone 11 precio guatemala tigo",3,3,100.0,5.3,,,0
"iphone 11 precio mx",3,5,60.0,5.0,,,0
"iphone 11 pro 128gb",3,16,18.8,7.1,2.82,2.82,1.00
"iphone 11 pro 256gb",3,42,7.1,4.5,,,0
"iphone 11 pro max 64gb",3,129,2.3,12.5,,,0
"iphone 12 - precio perú claro",3,3,100.0,2.0,,,0
"iphone 12 64gb reacondicionado",3,10,30.0,5.7,,,0
"iphone 12 a pagos",3,4,75.0,6.3,6.32,6.32,1.00
"iphone 12 blanco 128gb",3,13,23.1,9.4,,,0
"iphone 12 comprar",3,6,50.0,8.3,13.78,13.78,1.00
"iphone 12 costo en mexico",3,4,75.0,3.3,,,0
"iphone 12 de 128gb",3,97,3.1,10.3,,,0
"iphone 12 en oferta",3,8,37.5,4.9,,,0
"iphone 12 liberado",3,4,75.0,7.0,,,0
"iphone 12 max",3,22,13.6,3.2,4.29,4.29,1.00
"iphone 12 mini 128gb nuevo",3,3,100.0,16.7,,,0
"iphone 12 mini 128gb reacondicionado",3,6,50.0,8.0,,,0
"iphone 12 mini 64 gb precio",3,6,50.0,6.8,,,0
"iphone 12 mini 64gb precio",3,5,60.0,4.4,,,0
"iphone 12 mini precio 64gb",3,11,27.3,5.3,,,0
"iphone 12 morado 128gb",3,14,21.4,6.9,,,0
"iphone 12 normal precio",3,55,5.5,7.9,,,0
"iphone 12 plus precio",3,10,30.0,9.3,2.64,2.64,1.00
"iphone 12 precio nuevo",3,9,33.3,7.9,,,0
"iphone 12 precio telcel",3,365,0.8,9.0,,,0
"iphone 12 precios",3,16,18.8,8.9,,,0
"iphone 12 pro 256 gb",3,7,42.9,9.1,,,0
"iphone 12 pro max blanco",3,220,1.4,6.2,,,0
"iphone 12 pro max negro",3,21,14.3,5.6,,,0
"iphone 12 pro.max",3,31,9.7,11.6,,,0
"iphone 13 128 gb nuevo",3,6,50.0,7.0,,,0
"iphone 13 128 gb precio",3,128,2.3,11.0,,,0
"iphone 13 128gb nuevo",3,18,16.7,7.4,,,0
"iphone 13 128gb rosa nuevo",3,4,75.0,2.3,,,0
"iphone 13 256 gb precio",3,12,25.0,6.3,,,0
"iphone 13 256gb rosa",3,4,75.0,6.0,,,0
"iphone 13 64gb precio",3,10,30.0,5.9,,,0
"iphone 13 azul medianoche",3,2453,0.1,8.5,,,0
"iphone 13 blanco reacondicionado",3,7,42.9,5.9,,,0
"iphone 13 buen precio",3,3,100.0,3.3,,,0
"iphone 13 cargador original",3,4,75.0,6.8,,,0
"iphone 13 de 128 gb",3,402,0.7,12.3,,,0
"iphone 13 de 256 gb precio",3,21,14.3,6.8,,,0
"iphone 13 lila",3,215,1.4,5.2,,,0
"iphone 13 mini rosa precio",3,7,42.9,3.4,,,0
"iphone 13 nuevo 128gb",3,15,20.0,7.4,,,0
"iphone 13 original",3,9,33.3,9.3,,,0
"iphone 13 pink 128gb",3,7,42.9,4.7,,,0
"iphone 13 por max",3,42,7.1,8.6,,,0
"iphone 13 precio rosa",3,5,60.0,5.6,,,0
"iphone 13 pro 128 gb",3,14,21.4,10.1,,,0
"iphone 13 pro 128gb nuevo",3,11,27.3,9.0,,,0
"iphone 13 pro dorado",3,94,3.2,5.4,,,0
"iphone 13 pro max 1tb precio méxico",3,3,100.0,4.0,,,0
"iphone 13 pro max comprar",3,10,30.0,9.9,,,0
"iphone 13 pro max costo",3,6,50.0,7.5,,,0
"iphone 13 pro max de 128 gb precio",3,5,60.0,7.8,,,0
"iphone 13 pro max oferta",3,10,30.0,6.0,,,0
"iphone 13 pro max pink",3,10,30.0,5.0,,,0
"iphone 13 pro max precios",3,7,42.9,8.4,,,0
"iphone 13 pro maz",3,30,10.0,12.2,,,0
"iphone 13 pro seminuevo",3,15,20.0,9.2,,,0
"iphone 13 rosa reacondicionado",3,7,42.9,4.7,,,0
"iphone 13 rosado",3,16,18.8,2.8,,,0
"iphone 14 comprar",3,6,50.0,3.7,,,0
"iphone 14 dorado",3,21,14.3,6.1,,,0
"iphone 14 normal precio",3,16,18.8,8.4,,,0
"iphone 14 oferta",3,10,30.0,17.7,,,0
"iphone 14 plus 256gb",3,4,75.0,4.5,,,0
"iphone 14 plus amarillo",3,7,42.9,6.4,,,0
"iphone 14 por max",3,12,25.0,15.2,,,0
"iphone 14 precio en mexico",3,4,75.0,10.8,,,0
"iphone 14 precios",3,9,33.3,7.8,,,0
"iphone 14 pro 128 precio",3,11,27.3,7.5,,,0
"iphone 14 pro 256",3,33,9.1,10.4,,,0
"iphone 14 pro 256gb reacondicionado",3,11,27.3,7.3,,,0
"iphone 14 pro a credito",3,3,100.0,3.7,,,0
"iphone 14 pro con chip fisico",3,13,23.1,2.5,,,0
"iphone 14 pro max 128gb precio mexico",3,5,60.0,4.2,,,0
"iphone 14 pro max 256 gb precio",3,7,42.9,1.9,,,0
"iphone 14 pro max apple precio",3,19,15.8,1.7,,,0
"iphone 14 pro max características",3,14,21.4,10.4,,,0
"iphone 14 pro max comprar",3,6,50.0,4.7,,,0
"iphone 14 pro max costo",3,8,37.5,5.5,,,0
"iphone 14 pro max en mexico",3,12,25.0,8.6,,,0
"iphone 14 pro max oro",3,14,21.4,6.6,,,0
"iphone 14 pro max plata",3,10,30.0,12.4,,,0
"iphone 14 pro max venta",3,3,100.0,8.0,,,0
"iphone 14 pro nuevo 128gb",3,7,42.9,9.0,,,0
"iphone 14 promax 128gb",3,20,15.0,8.4,,,0
"iphone 14 purple",3,15,20.0,9.3,,,0
"iphone 14.",3,19,15.8,7.6,,,0
"iphone 15 128gb negro",3,683,0.4,11.4,,,0
"iphone 15 credito",3,4,75.0,3.0,,,0
"iphone 15 desbloqueado",3,4,75.0,7.3,,,0
"iphone 15 pro max 256gb precio mexico",3,4,75.0,7.8,,,0
"iphone 15 pro max 512gb",3,1706,0.2,12.3,,,0
"iphone 15 pro max precio en méxico",3,6,50.0,7.0,,,0
"iphone 15 pro max precio méxico",3,90,3.3,9.4,,,0
"iphone 15 pro max price",3,1915,0.2,9.7,,,0
"iphone 16 128gb precio telcel",3,6,50.0,7.0,,,0
"iphone 16 256gb precio",3,378,0.8,2.7,,,0
"iphone 16 azul",3,2001,0.1,7.0,,,0
"iphone 16 e precio mexico",3,343,0.9,9.5,,,0
"iphone 16 en oferta",3,6,50.0,7.7,,,0
"iphone 16 plus 256",3,7,42.9,9.9,,,0
"iphone 16 plus 256gb precio",3,9,33.3,4.2,,,0
"iphone 16 pro 128gb precio",3,17,17.6,11.3,,,0
"iphone 16 pro max 1tb",3,6,50.0,9.3,,,0
"iphone 16 pro max 512gb precio",3,523,0.6,7.5,,,0
"iphone 16 rosa 256gb",3,21,14.3,9.5,,,0
"iphone 4 precio",3,649,0.5,9.1,,,0
"iphone 7",3,199,1.5,7.0,10.94,18.81,0.98
"iphone 8 64gb precio",3,8,37.5,4.7,3.05,3.05,0.88
"iphone 8 cuanto cuesta",3,16,18.8,3.7,,,0
"iphone 8 nuevo precio",3,3,100.0,3.3,2.30,2.30,1.00
"iphone 8 plus precio en mexico",3,4,75.0,3.0,,,0
"iphone 8 precio nuevo",3,5,60.0,4.8,,,0
"iphone 9 pro max",3,255,1.2,7.9,,,0
"iphone 9 pro max precio",3,9,33.3,8.3,,,0
"iphone al contado",3,3,100.0,3.0,,,0
"iphone cdmx",3,4,75.0,6.8,,,0
"iphone celular",3,11,27.3,3.1,,,0
"iphone celulares precios",3,4,75.0,8.3,,,0
"iphone de oferta",3,8,37.5,1.7,,,0
"iphone dorado",3,767,0.4,7.3,,,0
"iphone el mas barato",3,9,33.3,4.7,,,0
"iphone en descuento",3,9,33.3,4.7,,,0
"iphone en rebaja",3,5,60.0,4.0,,,0
"iphone en venta baratos",3,5,60.0,6.4,,,0
"iphone lila 14",3,19,15.8,3.6,,,0
"iphone mas barato 2024",3,7,42.9,5.0,,,0
"iphone morado 14",3,33,9.1,6.5,,,0
"iphone más barato y bueno",3,14,21.4,5.0,,,0
"iphone nuevos y baratos",3,6,50.0,9.2,,,0
"iphone precios en mexico",3,4,75.0,3.0,,,0
"iphone precios y modelos",3,3,100.0,17.7,,,0
"iphone pro max 13 precio",3,4,75.0,10.3,,,0
"iphone promocion",3,20,15.0,8.0,,,0
"iphone reacondicionado 14",3,13,23.1,6.5,,,0
"iphone reacondicionado 256gb",3,4,75.0,8.0,,,0
"iphone rebajas",3,11,27.3,5.5,,,0
"iphone rosa 16",3,404,0.7,8.5,,,0
"iphone s precio",3,4,75.0,4.5,,,0
"iphone se (segunda generación)",3,1094,0.3,14.6,,,0
"iphone se (tercera generación)",3,127,2.4,9.7,,,0
"iphone se 128gb",3,38,7.9,10.3,5.72,5.72,1.00
"iphone se 2 generación precio",3,12,25.0,1.0,,,0
"iphone se 3 generación precio",3,16,18.8,1.0,,,0
"iphone se 3 telcel",3,8,37.5,5.1,,,0
"iphone se 3ra generación precio",3,7,42.9,4.6,,,0
"iphone se calienta",3,6,50.0,2.7,,,0
"iphone se caracteristicas",3,15,20.0,10.8,,,0
"iphone se funda",3,9,33.3,9.6,,,0
"iphone sin pago inicial",3,3,100.0,5.0,,,0
"iphone telefonos",3,10,30.0,2.8,,,0
"iphone verde",3,2447,0.1,7.6,,,0
"iphone watch",3,154,1.9,9.8,,,0
"iphone x 10",3,10,30.0,7.3,,,0
"iphone x 256gb precio",3,13,23.1,2.4,,,0
"iphone x nuevo",3,4,75.0,8.5,,,0
"iphone x precio 256gb",3,9,33.3,8.3,,,0
"iphone xr 128gb precio",3,9,33.3,8.3,,,0
"iphone xr 64gb",3,726,0.4,9.5,3.35,3.35,1.00
"iphone xr amarillo",3,48,6.3,7.2,,,0
"iphone xr azul",3,127,2.4,5.6,,,0
"iphone xs 128gb precio",3,4,75.0,8.0,,,0
"iphone xs 256gb precio",3,9,33.3,2.6,,,0
"iphone xs max 64gb",3,15,20.0,4.3,,,0
"iphone xs max precio en mexico",3,5,60.0,4.8,,,0
"iphone xs negro",3,15,20.0,3.7,,,0
"iphone xs plus precio",3,6,50.0,4.5,,,0
"iphones a pagos",3,3,100.0,11.3,,,0
"iphones modelos",3,1370,0.2,9.0,,,0
"iphones precios y modelos",3,4,75.0,2.5,,,0
"la mejor batería portátil para celular",3,9,33.3,6.1,,,0
"lanix celulares",3,5,60.0,3.8,,,0
"lapiz optico para celular",3,4,75.0,4.0,,,0
"laptop iphone precio",3,15,20.0,4.6,,,0
"las marcas de celulares mas vendidas",3,3,100.0,1.3,,,0
"lentes para proteger la vista de la computadora y celular precio",3,13,23.1,4.6,,,0
"lentes vr celular",3,8,37.5,6.6,,,0
"lg celulares precios",3,8,37.5,2.8,1.80,1.80,1.00
"limpia bocina de celular",3,7,42.9,6.2,,,0
"liquidacion iphone",3,3,100.0,2.3,,,0
"lista de los mejores procesadores de celulares",3,6,50.0,6.3,,,0
"lleva tu celular viejo y llevate uno nuevo",3,3,100.0,1.0,,,0
"los mejores celulares 2025",3,49,6.1,7.8,,,0
"luz para celular",3,245,1.2,9.0,,,0
"m4 celular precio",3,5,60.0,5.6,,,0
"marca de celular blu",3,3,100.0,3.3,,,0
"marca de celular mas vendida en mexico",3,3,100.0,1.7,,,0
"marca de celular vivo",3,15,20.0,2.1,,,0
"marca honor de celulares",3,7,42.9,5.7,,,0
"marca mobile celular",3,3,100.0,3.3,,,0
"marca zoom celular",3,4,75.0,2.3,,,0
"marca zuum celulares",3,7,42.9,3.0,,,0
"marcas chinas de celulares en méxico",3,5,60.0,2.0,,,0
"marcas de celulares de gama alta",3,7,42.9,3.3,,,0
"marcas de celulares gama alta",3,7,42.9,4.9,,,0
"marcas de celulares más vendidas en el mundo",3,3,100.0,1.3,,,0
"marcas de celulares nuevos",3,27,11.1,9.0,,,0
"marcas mas vendidas de celulares en mexico",3,4,75.0,2.3,,,0
"marcas nuevas de celulares",3,7,42.9,9.6,,,0
"mejor camara frontal celular",3,5,60.0,3.6,,,0
"mejor celular chino",3,4,75.0,2.0,,,0
"mejor celular gama media",3,8,37.5,9.0,,,0
"mejor celular para jugar fortnite",3,4,75.0,2.3,,,0
"mejores celulares 2024",3,25,12.0,8.2,,,0
"mejores celulares gama alta",3,10,30.0,8.0,,,0
"mejores celulares gama media",3,20,15.0,7.4,,,0
"mejores celulares para adultos mayores",3,3,100.0,4.7,,,0
"mejores celulares para free fire",3,4,75.0,3.5,,,0
"mejores marcas de celulares en méxico",3,9,33.3,7.7,,,0
"mejores ofertas de celulares",3,12,25.0,3.0,,,0
"memoria para celular 128 gb",3,32,9.4,8.3,,,0
"memoria para celular 512gb",3,16,18.8,5.8,,,0
"memoria para el celular",3,5,60.0,3.2,,,0
"memoria sd para celular",3,11,27.3,4.0,,,0
"mercado gris de celulares",3,5,60.0,2.8,,,0
"mica para celular precio",3,8,37.5,4.6,,,0
"micas de cristal para celular",3,15,20.0,7.5,,,0
"micas para celular cerca de mi",3,17,17.6,8.0,,,0
"microfono para iphone",3,15,20.0,10.4,,,0
"mini aro de luz para celular",3,6,50.0,4.2,,,0
"modelo de celulares samsung",3,5,60.0,4.8,,,0
"modelos celulares samsung",3,10,30.0,6.9,,,0
"modelos de celular zte",3,3,100.0,9.3,,,0
"modelos de celulares motorola",3,43,7.0,6.8,,,0
"modelos de celulares samsung",3,347,0.9,7.7,,,0
"modelos de celulares vivo",3,10,30.0,5.0,,,0
"modelos de iphone",3,975,0.3,9.7,,,0
"modelos de iphone y precios",3,13,23.1,7.9,,,0
"motorola que se parece al iphone",3,5,60.0,1.0,,,0
"moviles iphone",3,4,75.0,5.5,,,0
"moviles parecidos al iphone",3,4,75.0,2.0,,,0
"nuevos celulares",3,13,23.1,4.6,,,0
"oferta celular oppo",3,3,100.0,1.3,,,0
"oferta celulares motorola",3,9,33.3,2.0,,,0
"oferta celulares samsung",3,7,42.9,7.3,,,0
"oferta de iphone 15",3,16,18.8,9.3,,,0
"ofertas de celulares samsung",3,4,75.0,3.0,,,0
"ofertas en telefonos celulares",3,7,42.9,1.1,3.36,3.36,1.00
"ofertas iphone 13 pro max",3,4,75.0,6.0,,,0
"organizador para celular",3,3,100.0,1.0,,,0
"pantalla estrellada celular",3,141,2.1,4.3,,,0
"pila para cargar celular",3,642,0.5,8.8,,,0
"pila para iphone original",3,202,1.5,3.0,,,0
"pila para recargar celular",3,6,50.0,6.5,,,0
"pilas inalambricas para iphone",3,11,27.3,3.5,,,0
"pluma celular",3,5,60.0,1.0,,,0
"pluma táctil para celular",3,13,23.1,2.0,,,0
"porque no puedo transmitir de mi celular a mi smart tv",3,3,100.0,2.3,,,0
"porta celular carro",3,9,33.3,4.3,,,0
"porta celular escritorio",3,17,17.6,6.5,,,0
"portacelulares para moto",3,9,33.3,3.1,,,0
"precio actual del iphone 14",3,8,37.5,1.6,,,0
"precio celular honor magic7 7 lite",3,180,1.7,1.2,,,0
"precio celular moto e32",3,8,37.5,3.5,,,0
"precio celular moto g22",3,5,60.0,1.0,,,0
"precio celular oppo a57",3,5,60.0,1.8,,,0
"precio celular oppo reno 11",3,5,60.0,4.0,,,0
"precio celular realme",3,12,25.0,4.2,,,0
"precio celular realme c55",3,8,37.5,1.0,,,0
"precio celular redmi a2",3,3,100.0,3.3,,,0
"precio celular samsung a52",3,4,75.0,4.3,,,0
"precio celular samsung galaxy a55 5g",3,5,60.0,3.4,,,0
"precio celular xiaomi 14 ultra",3,6,50.0,1.0,,,0
"precio celulares telcel",3,5,60.0,3.4,,,0
"precio de celular alcatel",3,3,100.0,1.7,2.03,2.03,1.00
"precio de celular galaxy a15",3,7,42.9,3.3,,,0
"precio de celular hisense",3,8,37.5,1.2,,,0
"precio de celular honor 50",3,7,42.9,2.9,,,0
"precio de celular honor 7 lite",3,5,60.0,2.8,,,0
"precio de celular honor magic 7",3,74,4.1,1.2,,,0
"precio de celular honor magic7 7 lite",3,20,15.0,1.0,,,0
"precio de celular honor x5",3,8,37.5,5.3,,,0
"precio de celular honor x5 plus 64gb",3,193,1.6,1.3,,,0
"precio de celular huawei nova y70",3,6,50.0,2.2,,,0
"precio de celular huawei y7a",3,4,75.0,1.0,,,0
"precio de celular iphone 11",3,8,37.5,5.8,,,0
"precio de celular iphone 13 pro max",3,7,42.9,1.3,,,0
"precio de celular lanix",3,7,42.9,1.9,1.36,1.36,1.00
"precio de celular moto e 20",3,6,50.0,1.7,,,0
"precio de celular moto g13",3,3,100.0,1.7,,,0
"precio de celular moto g32",3,7,42.9,1.0,,,0
"precio de celular moto g9 power",3,4,75.0,1.0,,,0
"precio de celular nokia",3,3,100.0,1.0,1.21,1.21,1.00
"precio de celular oppo a16",3,5,60.0,1.0,,,0
"precio de celular oppo a78",3,7,42.9,4.0,,,0
"precio de celular oppo reno 6 lite",3,6,50.0,1.7,,,0
"precio de celular poco c65",3,7,42.9,2.9,,,0
"precio de celular poco c75",3,6,50.0,1.0,,,0
"precio de celular poco x5 pro 5g",3,8,37.5,1.9,,,0
"precio de celular realme c53",3,10,30.0,3.8,,,0
"precio de celular redmi 14",3,9,33.3,5.1,,,0
"precio de celular redmi a2",3,20,15.0,3.9,,,0
"precio de celular redmi note 12",3,10,30.0,1.8,,,0
"precio de celular samsung a03s",3,6,50.0,1.2,,,0
"precio de celular samsung a35",3,4,75.0,3.0,,,0
"precio de celular samsung a55 5g",3,4,75.0,3.5,,,0
"precio de celular samsung galaxy",3,9,33.3,3.4,,,0
"precio de celular samsung galaxy a06",3,10,30.0,7.1,,,0
"precio de celular samsung s22 ultra",3,5,60.0,3.0,,,0
"precio de celular tcl",3,9,33.3,2.2,,,0
"precio de celular vivo v40",3,11,27.3,6.5,,,0
"precio de celular xiaomi",3,19,15.8,4.5,,,0
"precio de celular zt",3,4,75.0,1.3,,,0
"precio de celular zte axon 50 lite",3,6,50.0,5.5,,,0
"precio de celular zte axon 60",3,11,27.3,4.8,,,0
"precio de celulares en méxico",3,4,75.0,2.3,29.82,29.82,0.50
"precio de celulares en telcel",3,9,33.3,5.2,2.09,2.09,1.00
"precio de el iphone 11",3,21,14.3,6.0,,,0
"precio de el iphone 14 pro max",3,9,33.3,1.8,,,0
"precio de impresora portatil para celular",3,5,60.0,2.8,,,0
"precio de iphone 12 pro",3,199,1.5,10.5,,,0
"precio de iphone 13 256 gb",3,5,60.0,5.4,,,0
"precio de iphone 14 pro max 128gb",3,3,100.0,4.3,,,0
"precio de iphone 14 pro max en telcel",3,5,60.0,1.0,,,0
"precio de iphone nuevo",3,9,33.3,5.2,,,0
"precio de los celulares iphone",3,5,60.0,1.0,,,0
"precio de teléfonos celulares",3,3,100.0,2.3,,,0
"precio de todos los iphone",3,5,60.0,3.2,3.38,3.38,0.60
"precio de un celular huawei",3,6,50.0,2.7,,,0
"precio de un celular realme",3,8,37.5,2.8,,,0
"precio de un celular samsung",3,13,23.1,2.5,,,0
"precio de un iphone 12",3,34,8.8,7.8,,,0
"precio de un iphone 14 pro max",3,15,20.0,1.1,,,0
"precio de un teléfono iphone",3,3,100.0,2.3,,,0
"precio del cargador del iphone",3,9,33.3,4.6,,,0
"precio del celular galaxy a55 5g",3,57,5.3,4.5,,,0
"precio del celular honor magic7 7 lite",3,52,5.8,1.5,,,0
"precio del celular huawei y9",3,7,42.9,5.3,,,0
"precio del celular infinix note 30 pro",3,5,60.0,1.0,,,0
"precio del celular motorola",3,5,60.0,1.0,,,0
"precio del celular motorola e20",3,5,60.0,1.0,,,0
"precio del celular motorola g60",3,6,50.0,1.0,,,0
"precio del celular oppo a38",3,14,21.4,5.4,,,0
"precio del celular oppo a57",3,11,27.3,1.5,,,0
"precio del celular oppo find x8 pro",3,7,42.9,1.0,,,0
"precio del celular oppo reno 11",3,8,37.5,2.4,,,0
"precio del celular redmi",3,30,10.0,3.5,,,0
"precio del celular samsung a05s",3,5,60.0,2.8,,,0
"precio del celular vivo v30 lite",3,6,50.0,1.3,,,0
"precio del celular vivo y22s",3,12,25.0,6.1,,,0
"precio del celular zte axon 50 lite",3,9,33.3,6.2,,,0
"precio del celular zte axon 60",3,5,60.0,3.2,,,0
"precio del iphone 11 pro",3,19,15.8,2.1,1.97,1.97,0.95
"precio del iphone 12 en méxico",3,4,75.0,5.5,,,0
"precio del iphone 13 pro",3,663,0.5,10.1,,,0
"precio del iphone 14 pro max en mexico",3,7,42.9,6.3,,,0
"precio del iphone 14 promax",3,5,60.0,1.4,,,0
"precio del iphone 7",3,45,6.7,5.1,,,0
"precio del iphone en mexico",3,5,60.0,3.2,,,0
"precio del iphone xr",3,693,0.4,7.4,,,0
"precio del teléfono iphone",3,6,50.0,2.7,,,0
"precio iphone 12 pro max 256gb",3,88,3.4,9.4,,,0
"precio iphone 13 mini",3,25,12.0,2.4,,,0
"precio iphone 13 pro 256gb",3,6,50.0,9.0,,,0
